Opening,Opening.1,Title,Director,Cast,Genre,Year,Source,Studio,Production house,Genres,Rating,Combined
NOV,26.0,khuda kasam,K C Bokadia,"Sunny Deol, Tabu, Farida Jalal, Govind Namdeo",Action,2010,,,,Action Crime Drama,4.2,k c bokadia sunny deol tabu farida jalal govind namdeo action crime drama
DEC,3.0,khelein hum jee jaan sey,Ashutosh Gowariker,"Abhishek Bachchan, Deepika Padukone, Sikander Kher",Period,2010,,,,Action Drama History,5.8,ashutosh gowariker abhishek bachchan deepika padukone sikander kher action drama history
DEC,3.0,phas gaye re obama,Subhash Kapoor,"Rajat Kapoor, Neha Dhupia",Comedy/Crime,2010,,,,Comedy Crime Drama,7.5,subhash kapoor rajat kapoor neha dhupia comedy crime drama
DEC,3.0,rakta charitra 2,Ram Gopal Verma,"Suriya, Vivek Oberoi, Sudeep, Shatrughan Sinha",Biographical,2010,,,,Action Biography Crime Drama Thriller,6.4,ram gopal verma suriya vivek oberoi sudeep shatrughan sinha action biography crime drama thriller
DEC,10.0,band baaja baaraat,Maneesh Sharma,"Ranveer Singh, Anushka Sharma",Romance/Drama,2010,,,,Comedy Drama Romance,7.2,maneesh sharma ranveer singh anushka sharma comedy drama romance
DEC,10.0,no problem,Anees Bazmee,"Paresh Rawal, Anil Kapoor, Sushmita Sen, Neetu Chandra, Kangana Ranaut, Akshaye Khanna, Sunil Shetty, Sanjay Dutt",Comedy,2010,,,,Action Comedy Crime,4.2,anees bazmee paresh rawal anil kapoor sushmita sen neetu chandra kangana ranaut akshaye khanna sunil shetty sanjay dutt action comedy crime
DEC,17.0,332 mumbai to india,Mahesh Pandey,"Ali Asgar, Chetan Pandit",Thriller,2010,,,,Thriller,,mahesh pandey ali asgar chetan pandit thriller
DEC,17.0,payback,Sachin P. Karande,"Munish Khan, Sara Khan, Gulshan Grover",Thriller,2010,,,,Adventure Drama History,7.3,sachin p. karande munish khan sara khan gulshan grover adventure drama history
DEC,17.0,kaalo,Wilson Louis,"Swini Khara, Aditya Srivastav, Gufi Paintal",Horror,2010,,,,Action Drama Horror,3.2,wilson louis swini khara aditya srivastav gufi paintal action drama horror
DEC,17.0,mirch,Vinay Shukla,"Konkona Sen Sharma, Raima Sen, Shahana Goswami, Ila Arun, Shreyas Talpade",Drama,2010,,,,Comedy Drama Fantasy Romance,6.5,vinay shukla konkona sen sharma raima sen shahana goswami ila arun shreyas talpade comedy drama fantasy romance
DEC,24.0,tees maar khan,Farah Khan[3],"Akshay Kumar,[3] Katrina Kaif, Akshaye Khanna",Action comedy,2010,,,,Comedy Crime,2.5,farah khan[3] akshay kumar[3] katrina kaif akshaye khanna comedy crime
DEC,24.0,isi life mein...!,Vidhi Kasliwal,"Akshay Oberoi, Sandeepa Dhar, Mohnish Behl",Drama,2010,,,,Comedy Drama Romance,5.6,vidhi kasliwal akshay oberoi sandeepa dhar mohnish behl comedy drama romance
DEC,24.0,toonpur ka super hero,Kireet Khurana,"Ajay Devgn, Kajol",Animated,2010,,,,Animation Action Adventure Comedy Family Fantasy,4.2,kireet khurana ajay devgn kajol animation action adventure comedy family fantasy
DEC,31.0,tera kya hoga johnny,Sudhir Mishra,"Neil Nitin Mukesh, Soha Ali Khan, Kay Kay Menon, Shahana Goswami",Thriller,2010,,,,Thriller,,sudhir mishra neil nitin mukesh soha ali khan kay kay menon shahana goswami thriller
DEC,31.0,ada... a way of life,Tanvir Ahmad,"Ayaan Ahmad, Nauheed Cyrusi, Ayesha Jhulka, Rahul Roy, Milind Gunaji",Drama,2010,,,,Action Crime Drama Romance,3.5,tanvir ahmad ayaan ahmad nauheed cyrusi ayesha jhulka rahul roy milind gunaji action crime drama romance
JAN,7.0,no one killed jessica,Raj Kumar Gupta,"Rani Mukherjee, Vidya Balan",Social thriller,2011,,,,Biography Crime Drama Thriller,7.2,raj kumar gupta rani mukherjee vidya balan biography crime drama thriller
JAN,7.0,impatient vivek,Rahat Kazmi,"Prasun Sharma, Sayali Bhagat",Adult/Comedy/Romance,2011,,,,Comedy Drama Romance,2.3,rahat kazmi prasun sharma sayali bhagat comedy drama romance
JAN,14.0,yamla pagla deewana,Samir Karnik,"Dharmendra, Sunny Deol, Bobby Deol, Kulraj Randhawa",Comedy/Drama/Action,2011,,,,Action Comedy Drama,5.6,samir karnik dharmendra sunny deol bobby deol kulraj randhawa action comedy drama
JAN,14.0,turning 30!!!,Alankrita Shrivastava,"Purab Kohli, Gul Panag",Adult/Romance/Comedy,2011,,,,Comedy Drama Romance,5.2,alankrita shrivastava purab kohli gul panag comedy drama romance
JAN,14.0,mumbai mast kallander,Aman Mihani,"Shilpa Shukla, Mohsin Akhtar",Comedy/Comedy/Comedy,2011,,,,Action Comedy Crime Drama,6.0,aman mihani shilpa shukla mohsin akhtar action comedy crime drama
JAN,18.0,odyssey of persistence,Sagar Ambre Nikunj Pathak,Diksha Tomar,Social,2011,,,,Short Biography,8.0,sagar ambre nikunj pathak diksha tomar short biography
JAN,21.0,dhobi ghat,Kiran Rao,"Prateik Babbar, Aamir Khan, Monica Dogra",Drama,2011,,,,Crime Drama Mystery Thriller,,kiran rao prateik babbar aamir khan monica dogra crime drama mystery thriller
JAN,21.0,hostel,Manish Gupta,"Vatsal Sheth, Tulip Joshi, Mukesh Tiwari",Social,2011,,,,Action Crime Drama Romance Thriller,5.2,manish gupta vatsal sheth tulip joshi mukesh tiwari action crime drama romance thriller
JAN,28.0,dil toh baccha hai ji,Madhur Bhandarkar,"Ajay Devgn, Emraan Hashmi, Shruti Haasan",Comedy,2011,,,,Comedy Drama Romance,5.7,madhur bhandarkar ajay devgn emraan hashmi shruti haasan comedy drama romance
FEB,4.0,yeh saali zindagi,Sudhir Mishra,"Arunoday Singh, Chitrangada Singh, Irrfan Khan",Cult,2011,,,,Crime Drama Thriller,7.5,sudhir mishra arunoday singh chitrangada singh irrfan khan crime drama thriller
FEB,4.0,united six,Vishal Aryan Singh,Parvathy Omanakuttan,Action/Thriller,2011,,,,Action Drama Thriller,4.0,vishal aryan singh parvathy omanakuttan action drama thriller
FEB,4.0,utt pataang,Srikanth V. Velagaleti,"Vinay Pathak, Mahie Gill, Mona Singh",Comedy,2011,,,,Comedy Drama,6.0,srikanth v. velagaleti vinay pathak mahie gill mona singh comedy drama
FEB,11.0,patiala house,Nikhil Advani,"Akshay Kumar, Anushka Sharma, Rishi Kapoor, Dimple Kapadia",Family drama,2011,,,,Drama Sport,5.6,nikhil advani akshay kumar anushka sharma rishi kapoor dimple kapadia drama sport
FEB,11.0,angel,Ganesh Acharya,"Nilesh Sahay, Madalasa Sharma, Aruna Irani",Drama,2011,,,,Action Adventure Fantasy,6.0,ganesh acharya nilesh sahay madalasa sharma aruna irani action adventure fantasy
FEB,11.0,aashiqui.in,Shankhadeep,"Ishaan Manhaas, Ankita Shrivastava",Romance,2011,,,,Drama Romance,3.7,shankhadeep ishaan manhaas ankita shrivastava drama romance
FEB,18.0,7 khoon maaf,Vishal Bhardwaj,"Neil Nitin Mukesh, Priyanka Chopra, Naseeruddin Shah, John Abraham, Irrfan Khan, Konkona Sen Sharma",Thriller/Black comedy,2011,,,,Drama Mystery Thriller,6.1,vishal bhardwaj neil nitin mukesh priyanka chopra naseeruddin shah john abraham irrfan khan konkona sen sharma drama mystery thriller
FEB,18.0,kaccha limbo,Sagar Ballary,"Vinay Pathak, Sarika, Rukhsar, Chinmay Kambli",Children,2011,,,,Comedy Family,6.4,sagar ballary vinay pathak sarika rukhsar chinmay kambli comedy family
FEB,18.0,masti express,Vikram Pradhan,"Rajpal Yadav, Johnny Lever, Divya Dutta, Manoj Joshi, Razzak Khan, Vijay Patkar, Rohan Shah, Vinit Jain, Sameer Mohammed",Comedy,2011,,,,Adventure Comedy Drama,5.2,vikram pradhan rajpal yadav johnny lever divya dutta manoj joshi razzak khan vijay patkar rohan shah vinit jain sameer mohammed adventure comedy drama
FEB,25.0,tanu weds manu,Anand Rai,"Madhavan, Kangana Ranaut, Jimmy Sheirgill, Ravi Kissen",Romance/Drama,2011,,,,Comedy Drama Romance,6.8,anand rai madhavan kangana ranaut jimmy sheirgill ravi kissen comedy drama romance
FEB,25.0,satrangee parachute,Vineet Khetrapal,"Jackie Shroff, Kay Kay Menon, Rupali Ganguly, Zakir Hussain",Family,2011,,,,Comedy Drama Family,5.5,vineet khetrapal jackie shroff kay kay menon rupali ganguly zakir hussain comedy drama family
MAR,4.0,yeh faasley,Yogesh Mittal,"Anupam Kher, Pavan Malhotra",Drama,2011,,,,Crime Drama Mystery,6.1,yogesh mittal anupam kher pavan malhotra crime drama mystery
MAR,25.0,happy husbands,Anay,"Anay, Kurush Deboo, Mohit Ghai, Ahwaan, Archana",Comedy,2011,,,,Comedy Drama,3.5,anay anay kurush deboo mohit ghai ahwaan archana comedy drama
MAR,25.0,monica,Sushen Bhatnagar,"Divya Dutta, Ashutosh Rana",Drama,2011,,,,Biography Drama Thriller,5.6,sushen bhatnagar divya dutta ashutosh rana biography drama thriller
APR,1.0,game,Abhinay Deo,"Abhishek Bachchan, Kangana Ranaut, Sarah Jane Dias, Jimmy Sheirgill, Boman Irani, Anupam Kher",Mystery/Action,2011,,,,Action Adventure Drama Fantasy Romance,9.3,abhinay deo abhishek bachchan kangana ranaut sarah jane dias jimmy sheirgill boman irani anupam kher action adventure drama fantasy romance
APR,1.0,f.a.l.t.u,Remo D'souza,"Jackky Bhagnani, Puja Gupta, Arshad Warsi, Riteish Deshmukh",Satire/Comedy/Teen film,2011,,,,Comedy Drama,4.6,remo d'souza jackky bhagnani puja gupta arshad warsi riteish deshmukh comedy drama
APR,1.0,memories in march,Sanjoy Nag,"Deepti Naval, Rituparno Ghosh, Raima Sen",Drama,2011,,,,Drama,,sanjoy nag deepti naval rituparno ghosh raima sen drama
APR,8.0,thank you,Anees Bazmee,"Akshay Kumar, Bobby Deol, Sunil Shetty, Irrfan Khan, Sonam Kapoor, Celina Jaitly, Rimi Sen",Comedy,2011,,,,Comedy,4.6,anees bazmee akshay kumar bobby deol sunil shetty irrfan khan sonam kapoor celina jaitly rimi sen comedy
APR,15.0,teen thay bhai,Mirgdeep Singh Lamba,"Om Puri, Shreyas Talpade, Deepak Dobriyal, Ragini Khanna",Drama,2011,,,,Comedy Drama,4.3,mirgdeep singh lamba om puri shreyas talpade deepak dobriyal ragini khanna comedy drama
APR,22.0,dum maaro dum,Rohan Sippy,"Abhishek Bachchan, Bipasha Basu, Prateik Babbar, Aditya Pancholi, Rana Daggubati, Deepika Padukone",Thriller,2011,,,,Action Crime Drama Thriller,6.2,rohan sippy abhishek bachchan bipasha basu prateik babbar aditya pancholi rana daggubati deepika padukone action crime drama thriller
APR,22.0,zokkomon,Satyajit Bhatkal,"Darsheel Safary, Anupam Kher, Manjari Fadnis",Superhero/Children,2011,,,,Action Adventure,4.0,satyajit bhatkal darsheel safary anupam kher manjari fadnis action adventure
APR,28.0,shor in the city,"Raj Nidimoru, Krishna Dk","Tusshar Kapoor, Preeti Desai, Alok Chaturvedi",Drama/Cult,2011,,,,Drama/Cult,,raj nidimoru krishna dk tusshar kapoor preeti desai alok chaturvedi drama/ cult
APR,29.0,chalo dilli,Shashant Shah,"Lara Dutta, Vinay Pathak, Akshay Kumar",Comedy Road movie,2011,,,,Comedy Drama,6.8,shashant shah lara dutta vinay pathak akshay kumar comedy drama
APR,29.0,i am,Onir,"Sanjay Suri, Radhika Apte, Shernaz Patel, Anurag Kashyap, Pooja Gandhi, Rahul Bose, Arjun Mathur, Abhimanyu Shekhar Singh, Nandita Das, Juhi Chawla, Manisha Koirala, Purab Kohli",Social/Drama,2011,,,,Action Adventure Sci-Fi Thriller,6.1,onir sanjay suri radhika apte shernaz patel anurag kashyap pooja gandhi rahul bose arjun mathur abhimanyu shekhar singh nandita das juhi chawla manisha koirala purab kohli action adventure sci- fi thriller
APR,29.0,naughty @ 40,Jagmohan Mundhra,"Govinda, Yuvika Chaudhary, Anupam Kher, Shakti Kapoor, Sayali Bhagat, Sanjay Mishra",Comedy,2011,,,,Comedy Drama,2.5,jagmohan mundhra govinda yuvika chaudhary anupam kher shakti kapoor sayali bhagat sanjay mishra comedy drama
MAY,6.0,luv ka the end,Bumpy,"Shraddha Kapoor, Taaha Shah",Teen/Comedy,2011,,,,Comedy Drama,4.8,bumpy shraddha kapoor taaha shah comedy drama
MAY,6.0,haunted – 3d,Vikram Bhatt,"Mahakshay Chakraborty, Twinkle Bajpai, Achint Kaur",Horror,2011,,,,Action Fantasy Horror,6.2,vikram bhatt mahakshay chakraborty twinkle bajpai achint kaur action fantasy horror
MAY,13.0,love u...mr. kalakaar!,S. Manasvi,"Tusshar Kapoor, Amrita Rao",Romance/Comedy,2011,,,,Drama Romance,5.3,s. manasvi tusshar kapoor amrita rao drama romance
MAY,13.0,ragini mms,Pawan Kripalani,"Kainaz Motivala, Rajkummar Rao",Horror/Romance,2011,,,,Drama Horror Mystery Thriller,4.9,pawan kripalani kainaz motivala rajkummar rao drama horror mystery thriller
MAY,13.0,shagird,Tigmanshu Dhulia,"Nana Patekar, Anurag Kashyap, Mohit Alawat",Action/Drama,2011,,,,Action Crime Drama Thriller,7.0,tigmanshu dhulia nana patekar anurag kashyap mohit alawat action crime drama thriller
MAY,13.0,stanley ka dabba,Amole Gupte,"Partho, Divya Dutta",Children,2011,,,,Comedy Drama Family,7.8,amole gupte partho divya dutta comedy drama family
MAY,20.0,404,Prawaal Raman,"Rajvvir Aroraa, Imaad Shah, Nishikant Kamat",Psychological thriller,2011,,,,Drama Mystery Thriller,7.3,prawaal raman rajvvir aroraa imaad shah nishikant kamat drama mystery thriller
MAY,20.0,crackers,Anil Goyal,"Nikhil Dwivedi, Smilie Suri",Animation,2011,,,,Animation,,anil goyal nikhil dwivedi smilie suri animation
MAY,20.0,pyaar ka punchnama,Luv Ranjan,"Kartik Aaryan, Rayo Bhakhirta, Divyendu Sharma, Sonnalli Seygall, Nushrat Bharucha, Ishita Raj Sharma",Romance/Comedy,2011,,,,Comedy Drama Romance,7.7,luv ranjan kartik aaryan rayo bhakhirta divyendu sharma sonnalli seygall nushrat bharucha ishita raj sharma comedy drama romance
MAY,27.0,kucch luv jaisaa,Barnali Ray Shukla,"Rahul Bose, Shefali Shah",Drama/Comedy,2011,,,,Drama,4.3,barnali ray shukla rahul bose shefali shah drama
JUN,3.0,ready,Anees Bazmee,"Salman Khan, Asin, Paresh Rawal, Mahesh Manjrekar, Sanjay Dutt, Ajay Devgn, Kangana Ranaut, Chunky Pandey, Arbaaz Khan",Comedy,2011,,,,Action Comedy,4.7,anees bazmee salman khan asin paresh rawal mahesh manjrekar sanjay dutt ajay devgn kangana ranaut chunky pandey arbaaz khan action comedy
JUN,10.0,shaitan,Bijoy Nambiar,"Rajeev Khandelwal, Kalki Koechlin, Shiv Panditt",Drama/Thriller,2011,,,,Action Crime Drama Thriller,7.2,bijoy nambiar rajeev khandelwal kalki koechlin shiv panditt action crime drama thriller
JUN,17.0,bheja fry 2,Sagar Ballary,"Vinay Pathak, Minissha Lamba, Kay Kay Menon, Amole Gupte",Comedy,2011,,,,Comedy Drama,4.7,sagar ballary vinay pathak minissha lamba kay kay menon amole gupte comedy drama
JUN,17.0,always kabhi kabhi,Roshan Abbas,"Ali Fazal, Giselli Monteiro, Zoa Morani, Satyajeet Dubey, Satish Shah, Lilette Dubey",Romance/Teen,2011,,,,Comedy Crime Drama Romance,4.0,roshan abbas ali fazal giselli monteiro zoa morani satyajeet dubey satish shah lilette dubey comedy crime drama romance
JUN,17.0,bhindi baazaar inc.,Ankush Bhatt,"Kay Kay Menon, Piyush Mishra, Deepti Naval, Prashant Narayanan, Shilpa Shukla",Thriller,2011,,,,Crime Drama Thriller,6.2,ankush bhatt kay kay menon piyush mishra deepti naval prashant narayanan shilpa shukla crime drama thriller
JUN,17.0,bin bulaye baraati,Chandrakant Singh,"Rati Agnihotri, Gulshan Grover, Manoj Joshi, Shakti Kapoor, Priyanka Kothari, Johnny Lever, Sanjay Mishra, Om Puri, Vijay Raaz, Aftab Shivdasani",Crime,2011,,,,Action Comedy Crime Drama,3.8,chandrakant singh rati agnihotri gulshan grover manoj joshi shakti kapoor priyanka kothari johnny lever sanjay mishra om puri vijay raaz aftab shivdasani action comedy crime drama
JUN,24.0,double dhamaal,Indra Kumar,"Sanjay Dutt, Arshad Warsi, Javed Jaffrey, Riteish Deshmukh, Aashish Chaudhary, Mallika Sherawat, Kangana Ranaut",Comedy,2011,,,,Comedy Crime Drama,3.8,indra kumar sanjay dutt arshad warsi javed jaffrey riteish deshmukh aashish chaudhary mallika sherawat kangana ranaut comedy crime drama
JUL,1.0,bbuddah... hoga terra baap,Puri Jagannadh,"Amitabh Bachchan, Charmy Kaur, Hema Malini, Prakash Raj, Sonu Sood, Sonal Chauhan",Action,2011,,,,Action Comedy Crime Thriller,5.6,puri jagannadh amitabh bachchan charmy kaur hema malini prakash raj sonu sood sonal chauhan action comedy crime thriller
JUL,1.0,delhi belly,Abhinay Deo,"Imran Khan, Shenaz Treasurywala, Poorna Jagannathan, Rahul Pendkalkar, Vir Das, Vijay Raaz",Action/Comedy,2011,,,,Action Comedy Crime,7.6,abhinay deo imran khan shenaz treasurywala poorna jagannathan rahul pendkalkar vir das vijay raaz action comedy crime
JUL,8.0,murder 2,Mohit Suri,"Emraan Hashmi, Jacqueline Fernandez, Prashant Narayanan",Psychological thriller,2011,,,,Action Crime Drama Horror Thriller,6.2,mohit suri emraan hashmi jacqueline fernandez prashant narayanan action crime drama horror thriller
JUL,8.0,chillar party,"Vikas Bahl, Nitesh Tiwari","Irrfan Khan, Sanath Menon, Rohan Grover, Naman Jain, Aarav Khanna, Vishesh Tiwari",Children,2011,,,,Comedy Drama Family,7.4,vikas bahl nitesh tiwari irrfan khan sanath menon rohan grover naman jain aarav khanna vishesh tiwari comedy drama family
JUL,15.0,zindagi na milegi dobara,Zoya Akhtar,"Hrithik Roshan, Katrina Kaif, Naseeruddin Shah, Abhay Deol, Farhan Akhtar, Kalki Koechlin",Romance/Road,2011,,,,Comedy Drama,8.1,zoya akhtar hrithik roshan katrina kaif naseeruddin shah abhay deol farhan akhtar kalki koechlin comedy drama
JUL,22.0,singham,Rohit Shetty,"Ajay Devgn, Kajal Aggarwal, Prakash Raj",Action,2011,,,,Action Drama,6.8,rohit shetty ajay devgn kajal aggarwal prakash raj action drama
JUL,29.0,khap,Ajai Sinha,"Om Puri, Govind Namdeo, Manoj Pahwa, Yuvika Chaudhary, Mohnish Bahl",Social,2011,,,,Drama Thriller,5.0,ajai sinha om puri govind namdeo manoj pahwa yuvika chaudhary mohnish bahl drama thriller
JUL,29.0,gandhi to hitler,Rakesh Ranjan Kumar,"Neha Dhupia, Raghubir Yadav",Biographical,2011,,,,Drama History War,2.5,rakesh ranjan kumar neha dhupia raghubir yadav drama history war
JUL,29.0,bubble gum,Sanjivan Lal,"Sohail Lakhani, Apoorva Arora, Sachin Khedekar, Tanvi Azmi",Drama,2011,,,,Drama,7.3,sanjivan lal sohail lakhani apoorva arora sachin khedekar tanvi azmi drama
AUG,5.0,chala mussaddi... office office,Rajiv Mehra,"Pankaj Kapoor, Deven Bhojani, Manoj Pahwa, Sanjay Mishra, Hemant Pandey, Asawari Joshi, Gaurav Kapoor, Farida Jalal, Makrand Deshpande",Comedy/Social,2011,,,,Comedy Drama,6.1,rajiv mehra pankaj kapoor deven bhojani manoj pahwa sanjay mishra hemant pandey asawari joshi gaurav kapoor farida jalal makrand deshpande comedy drama
AUG,5.0,i am kalam,Nila Madhab Panda,"Harsh Mayar, Gulshan Grover",Drama,2011,,,,Drama,,nila madhab panda harsh mayar gulshan grover drama
AUG,5.0,milta hai chance by chance,Ramesh Modi,"Gracy Singh, Aslam Khan, Vishal Kaushik, Sana Govi, Reshma Modi, Mahesh Thakur",Comedy/Romance,2011,,,,Comedy,6.7,ramesh modi gracy singh aslam khan vishal kaushik sana govi reshma modi mahesh thakur comedy
AUG,5.0,warning,Karan Razdan,"Jannat Zubair Rahmani, Atul Kulkarni, Rituparna Sengupta, Anupam Kher, Satish Kaushik, Ila Arun",Horror,2011,,,,Horror,,karan razdan jannat zubair rahmani atul kulkarni rituparna sengupta anupam kher satish kaushik ila arun horror
AUG,12.0,aarakshan,Prakash Jha,"Amitabh Bachchan, Saif Ali Khan, Manoj Bajpai, Deepika Padukone, Prateik Babbar",Social,2011,,,,Drama,6.2,prakash jha amitabh bachchan saif ali khan manoj bajpai deepika padukone prateik babbar drama
AUG,12.0,phhir,Girish Dhamija,"Rajneesh Duggal, Adah Sharma, Roshni Chopra",Thriller,2011,,,,Drama Mystery Romance Thriller,5.1,girish dhamija rajneesh duggal adah sharma roshni chopra drama mystery romance thriller
AUG,19.0,chatur singh two star,Ajay Chandok,"Sanjay Dutt, Ameesha Patel, Suresh Menon",Comedy,2011,,,,Action Adventure Comedy Drama Mystery,1.7,ajay chandok sanjay dutt ameesha patel suresh menon action adventure comedy drama mystery
AUG,19.0,not a love story,Ram Gopal Varma,"Mahie Gill, Deepak Dobriyal, Ajay Gehi",Crime,2011,,,,Crime Drama Thriller,5.0,ram gopal varma mahie gill deepak dobriyal ajay gehi crime drama thriller
AUG,19.0,sahi dhandhe galat bande,Parvin Dabas,"Parvin Dabas, Sharat Saxena, Vansh Bharadwaj, Anupam Kher, Ashish Nayyar, Kuldip Ruhil",Comedy,2011,,,,Action Comedy Drama,4.9,parvin dabas parvin dabas sharat saxena vansh bharadwaj anupam kher ashish nayyar kuldip ruhil action comedy drama
AUG,26.0,chitkabrey – shades of grey,Suneet Arora,"Ravi Kissen, Rahul Singh, Rajesh Shringapure, Sanjay Swaraj, Akshay Singh, Bobby Vats, Divya Dwivedi",Social,2011,,,,Drama Mystery Thriller,3.9,suneet arora ravi kissen rahul singh rajesh shringapure sanjay swaraj akshay singh bobby vats divya dwivedi drama mystery thriller
AUG,26.0,shabri,Lalit Marathe,Isha Koppikar,Action,2011,,,,Action Crime Drama,5.7,lalit marathe isha koppikar action crime drama
AUG,26.0,yeh dooriyan,Deepshika,"Deepshika, Kaishav Arora",Romance,2011,,,,Drama Romance,4.7,deepshika deepshika kaishav arora drama romance
AUG,31.0,bodyguard,Siddique,"Salman Khan, Kareena Kapoor, Hazel Keech",Romance/Action,2011,,,,Action Comedy Drama Romance,4.6,siddique salman khan kareena kapoor hazel keech action comedy drama romance
